input_array,exec_best,exec_worst,exec_avg
93760,4.5299530029296875e-06,1.2874603271484375e-05,9.059906005859375e-06
94010,5.0067901611328125e-06,1.2159347534179688e-05,7.3909759521484375e-06
94260,4.5299530029296875e-06,1.0728836059570312e-05,7.867813110351562e-06
94510,5.0067901611328125e-06,1.2874603271484375e-05,8.821487426757812e-06
94760,5.0067901611328125e-06,1.33514404296875e-05,8.58306884765625e-06
95010,4.76837158203125e-06,1.2159347534179688e-05,8.344650268554688e-06
95260,4.0531158447265625e-06,1.1205673217773438e-05,8.58306884765625e-06
95510,3.814697265625e-06,1.1444091796875e-05,5.4836273193359375e-06
95760,4.76837158203125e-06,1.1444091796875e-05,9.5367431640625e-06
96010,5.7220458984375e-06,1.2159347534179688e-05,8.344650268554688e-06
96260,5.0067901611328125e-06,1.1682510375976562e-05,8.344650268554688e-06
96510,5.7220458984375e-06,1.1920928955078125e-05,8.821487426757812e-06
96760,4.0531158447265625e-06,1.239776611328125e-05,8.58306884765625e-06
97010,5.0067901611328125e-06,1.1920928955078125e-05,9.059906005859375e-06
97260,5.7220458984375e-06,1.0967254638671875e-05,8.344650268554688e-06
97510,4.0531158447265625e-06,1.1444091796875e-05,7.62939453125e-06
97760,4.5299530029296875e-06,1.1682510375976562e-05,9.059906005859375e-06
98010,4.76837158203125e-06,1.1682510375976562e-05,9.775161743164062e-06
98260,6.198883056640625e-06,1.1444091796875e-05,9.775161743164062e-06
98510,4.76837158203125e-06,1.2874603271484375e-05,8.106231689453125e-06
98760,5.0067901611328125e-06,1.33514404296875e-05,8.344650268554688e-06
99010,5.245208740234375e-06,1.2636184692382812e-05,8.106231689453125e-06
99260,4.76837158203125e-06,1.2874603271484375e-05,5.7220458984375e-06
99510,5.7220458984375e-06,1.4543533325195312e-05,9.059906005859375e-06
99760,5.0067901611328125e-06,1.2636184692382812e-05,7.867813110351562e-06
